教育招生考试院上面给的招生信息/选考信息网址,,三种编号也不知道是啥,,,所在地区,,,办学层次,,找不到名称的话这边有2020年和2024年招生用的学校名,
宁德师范学院,http://zsb.ndnu.edu.cn/,4135010398,10398,A398,福建省,福建,宁德市,本科,,宁德师范学院,宁德师范学院
泉州师范学院,www.qztc.edu.cn,4135010399,10399,A399,福建省,福建,泉州市,本科,,泉州师范学院,泉州师范学院
闽南师范大学,https://zsb.mnnu.edu.cn/,4135010402,10402,A402,福建省,福建,漳州市,本科,,闽南师范大学,闽南师范大学
福建船政交通职业学院,http://www.fjcpc.edu.cn/zs/,4135010866,10866,,福建省,福建,福州市,专科,,,
厦门理工学院,http://zsb.xmut.edu.cn/,4135011062,11062,B062,福建省,福建,厦门市,本科,,厦门理工学院,厦门理工学院
三明学院,http://zjc.fjsmu.edu.cn/main.htm,4135011311,11311,B311,福建省,福建,三明市,本科,,三明学院,三明学院
龙岩学院,http://zsw.lyun.edu.cn/,4135011312,11312,B312,福建省,福建,龙岩市,本科,,龙岩学院,龙岩学院
福建商学院,https://www.fjbu.edu.cn/zsb/,4135011313,11313,B313,福建省,福建,福州市,本科,,福建商学院,
闽西职业技术学院,http://zs.mxdx.net/,4135011315,11315,,福建省,福建,龙岩市,专科,,,
莆田学院,https://www.ptu.edu.cn/zhaosheng/,4135011498,11498,B498,福建省,福建,莆田市,本科,,莆田学院,莆田学院
福建华南女子职业学院,http://www.hnwomen.com.cn/zsinfo/zs/,4135011499,11499,,福建省教育厅,福建,福州市,专科,民办,,
仰恩大学,http://web.yeu.edu.cn/zhaosheng/,4135011784,11784,B784,福建省教育厅,福建,泉州市,本科,民办,仰恩大学,
福建林业职业技术学院,https://www.fjlzy.com/,4135012625,12625,,福建省,福建,南平市,专科,,,
福建信息职业技术学院,http:www.mitu.cn/zs,4135012626,12626,,福建省,福建,福州市,专科,,,
福建水利电力职业技术学院,https://www.fjsdxy.com/zs/zszc/index.html,4135012627,12627,,福建省,福建,三明市,专科,,,
厦门海洋职业技术学院,http://zs.xmoc.edu.cn/,4135012629,12629,,福建省,福建,厦门市,专科,,,
福建农业职业技术学院,www.fjny.edu.cn,4135012630,12630,,福建省,福建,福州市,专科,,,
福建卫生职业技术学院,http://www.fjwzy.cn/zsw/,4135012633,12633,,福建省,福建,福州市,专科,,,
泉州医学高等专科学校,http://www.qzmc.edu.cn/,4135012634,12634,,福建省,福建,泉州市,专科,,,
厦门华厦学院,http://zsb.hxxy.edu.cn,4135012709,12709,C709,福建省教育厅,福建,厦门市,本科,民办,厦门华厦学院,厦门华厦学院
闽南理工学院,www.mnust.edu.cn,4135012710,12710,,福建省教育厅,福建,泉州市,本科,民办,,
泉州纺织服装职业学院,http://www.qzfzfz.com,4135012711,12711,,福建省教育厅,福建,泉州市,专科,民办,,
泉州职业技术大学,http://www.qvtu.edu.cn/,4135012928,12928,C928,福建省教育厅,福建,泉州市,本科,民办,泉州职业技术大学,泉州职业技术大学
闽南科技学院,http://zsw.mku.edu.cn/,4135012992,12992,,福建省教育厅,福建,泉州市,本科,民办,,
福州工商学院,http://zhaosheng.fzgsxy.com/,4135012993,12993,,福建省教育厅,福建,福州市,本科,民办,,
厦门工学院,http://www.xit.edu.cn/zsw/,4135013115,13115,D115,福建省教育厅,福建,厦门市,本科,民办,厦门工学院,厦门工学院
阳光学院,http://zsb.ygu.edu.cn/,4135013468,13468,D468,福建省教育厅,福建,福州市,本科,民办,阳光学院,阳光学院
厦门大学嘉庚学院,http://zsb.xujc.com,4135013469,13469,D469,福建省教育厅,福建,漳州市,本科,民办,厦门大学嘉庚学院,厦门大学嘉庚学院
集美大学诚毅学院,http://cyzsb.jmu.edu.cn/,4135013471,13471,D471,福建省教育厅,福建,厦门市,本科,民办,集美大学诚毅学院,集美大学诚毅学院
福建师范大学协和学院,http://cuc.fjnu.edu.cn/zs/,4135013472,13472,,福建省教育厅,福建,福州市,本科,民办,,
福州外语外贸学院,http://www.fzfu.com/zsb/,4135013762,13762,D762,福建省教育厅,福建,福州市,本科,民办,福州外语外贸学院,
福建江夏学院,https://zsb.fjjxu.edu.cn,4135013763,13763,D763,福建省,福建,福州市,本科,,福建江夏学院,福建江夏学院
闽北职业技术学院,http://www.mbu.cn,4135013764,13764,,福建省,福建,南平市,专科,,,
福州黎明职业技术学院,http://fzlmxy.cn/index.php/zsb-index,4135013765,13765,,福建省教育厅,福建,福州市,专科,民办,,
泉州信息工程学院,www.qziedu.cn,4135013766,13766,D766,福建省教育厅,福建,泉州市,本科,民办,泉州信息工程学院,泉州信息工程学院
厦门演艺职业学院,,4135013767,13767,,福建省教育厅,福建,厦门市,专科,民办,,
厦门华天涉外职业技术学院,www.xmht.com,4135013768,13768,,福建省教育厅,福建,厦门市,专科,民办,,
福州理工学院,http://admissions.fit.edu.cn/,4135013773,13773,D773,福建省教育厅,福建,福州市,本科,民办,福州理工学院,福州理工学院
福建艺术职业学院,http://www.fjyszyxy.com/,4135013970,13970,,福建省,福建,福州市,专科,,,
福建幼儿师范高等专科学校,http://www.fjys.edu.cn/fjys/,4135013972,13972,,福建省,福建,福州市,专科,,,
厦门城市职业学院,http://zsb.xmcu.edu.cn/,4135013973,13973,,福建省,福建,厦门市,专科,,,
泉州工艺美术职业学院,http://www.qzgymy.cn/zszt/,4135013975,13975,,福建省,福建,泉州市,专科,,,
宁德职业技术学院,http://www.ndgzy.com/,4135013977,13977,,福建省,福建,宁德市,专科,,,
厦门兴才职业技术学院,http://www.xmxc.com,4135013979,13979,,福建省教育厅,福建,厦门市,专科,民办,,
福建农林大学金山学院,https://jsxy.fafu.edu.cn/jszsb/,4135014046,14046,E046,福建省教育厅,福建,福州市,本科,民办,福建农林大学金山学院,福建农林大学金山学院
厦门软件职业技术学院,http://www.xmist.edu.cn/,4135014059,14059,,福建省教育厅,福建,厦门市,专科,民办,,
漳州城市职业学院,zsb.zcvc.cn,4135014110,14110,,福建省,福建,漳州市,专科,,,
厦门南洋职业学院,http://zs.ny2000.cn/cn/index.htm,4135014111,14111,,福建省教育厅,福建,厦门市,专科,民办,,
厦门东海职业技术学院,http://www.xmdh.com/,4135014112,14112,,福建省教育厅,福建,厦门市,专科,民办,,
漳州理工职业学院,zzlg.org,4135014115,14115,,福建省教育厅,福建,漳州市,专科,民办,,
漳州卫生职业学院,http://www.zzwzy.com/zsc/,4135014117,14117,,福建省,福建,漳州市,专科,,,
泉州海洋职业学院,www.qzoiedu.com,4135014231,14231,,福建省教育厅,福建,泉州市,专科,民办,,
泉州轻工职业学院,http://www.qzqgxy.com/,4135014232,14232,,福建省教育厅,福建,泉州市,专科,民办,,
泉州工程职业技术学院,http://zsxxw.qzgcu.com/117/list.htm,4135014503,14503,,福建省教育厅,福建,泉州市,专科,民办,,
福建技术师范学院,http://zsb.fjnufq.edu.cn/,4135014683,14683,,福建省,福建,福州市,本科,,,
南昌大学,http://zjc.ncu.edu.cn/zs,4136010403,10403,A403,江西省,江西,南昌市,本科,,南昌大学,南昌大学
华东交通大学,http://zjc.ecjtu.edu.cn/,4136010404,10404,A404,江西省,江西,南昌市,本科,,华东交通大学,华东交通大学
东华理工大学,https://zsb.ecut.edu.cn/,4136010405,10405,A405,江西省,江西,抚州市,本科,,东华理工大学,东华理工大学
南昌航空大学,http://zsw.nchu.edu.cn/,4136010406,10406,A406,江西省,江西,南昌市,本科,,南昌航空大学,南昌航空大学
江西理工大学,https://zs.jxust.edu.cn/,4136010407,10407,A407,江西省,江西,赣州市,本科,,江西理工大学,江西理工大学
景德镇陶瓷大学,http://zs.jci.edu.cn,4136010408,10408,A408,江西省,江西,景德镇市,本科,,景德镇陶瓷大学,景德镇陶瓷大学
江西农业大学,http://zs.jxau.edu.cn/,4136010410,10410,A410,江西省,江西,南昌市,本科,,江西农业大学,江西农业大学
江西中医药大学,http://zjc.jxutcm.edu.cn/ZSystem/z.aspx,4136010412,10412,A412,江西省,江西,南昌市,本科,,江西中医药大学,江西中医药大学
赣南医学院,http://zs.gmu.cn/,4136010413,10413,A413,江西省,江西,赣州市,本科,,赣南医科大学,赣南医学院
江西师范大学,https://zs.jxnu.edu.cn/,4136010414,10414,A414,江西省,江西,南昌市,本科,,江西师范大学,江西师范大学
上饶师范学院,http://zsjy.sru.jx.cn/,4136010416,10416,A416,江西省,江西,上饶市,本科,,上饶师范学院,上饶师范学院
宜春学院,http://zsw.ycu.jx.cn/zsw/,4136010417,10417,A417,江西省,江西,宜春市,本科,,宜春学院,宜春学院
赣南师范大学,http://zs.gnnu.cn/,4136010418,10418,A418,江西省,江西,赣州市,本科,,赣南师范大学,赣南师范大学
江西财经大学,http://zsjy.jxufe.edu.cn/web/index.html,4136010421,10421,A421,江西省,江西,南昌市,本科,,江西财经大学,江西财经大学
江西科技学院,http://zjc.jxut.edu.cn,4136010846,10846,A846,江西省教育厅,江西,南昌市,本科,民办,江西科技学院,江西科技学院
江西医学高等专科学校,http://zsjy.jxyxgz.cn/,4136010888,10888,,江西省,江西,上饶市,专科,,,
景德镇学院,http://www.jdzu.edu.cn,4136010894,10894,A894,江西省,江西,景德镇市,本科,,景德镇学院,景德镇学院
萍乡学院,http://zsw.pxc.jx.cn/,4136010895,10895,A895,江西省,江西,萍乡市,本科,,萍乡学院,萍乡学院
江西科技师范大学,http://zsjy.jxstnu.edu.cn/article-enroll-2512.html,4136011318,11318,B318,江西省,江西,南昌市,本科,,江西科技师范大学,江西科技师范大学
南昌工程学院,http://envo.nit.edu.cn/,4136011319,11319,B319,江西省,江西,南昌市,本科,,南昌工程学院,南昌工程学院
江西警察学院,https://gaokao.chsi.com.cn/htgl/zszc/sch/listNeedVerifyZszc.do?method=list&isIndex=true&categoryId=4,4136011504,11504,,江西省,江西,南昌市,本科,,,
九江职业大学,http://www.jjvu.jx.cn,4136011505,11505,,江西省,江西,九江市,专科,,,
新余学院,http://zb.xyc.edu.cn,4136011508,11508,B508,江西省,江西,新余市,本科,,新余学院,新余学院
九江职业技术学院,http://zsw.jvtc.jx.cn/zszc.htm,4136011785,11785,,江西省,江西,九江市,专科,,,
九江学院,https://zs.jju.edu.cn,4136011843,11843,B843,江西省,江西,九江市,本科,,九江学院,九江学院
江西工程学院,http://zsc.jxue.edu.cn,4136012766,12766,C766,江西省教育厅,江西,新余市,本科,民办,江西工程学院,江西工程学院
南昌理工学院,http://zsb.nut.edu.cn/,4136012795,12795,C795,江西省教育厅,江西,南昌市,本科,民办,南昌理工学院,南昌理工学院
江西司法警官职业学院,http://www.jxsfjy.cn/,4136012929,12929,,江西省,江西,南昌市,专科,,,
江西陶瓷工艺美术职业技术学院,http://www.jxgymy.com,4136012930,12930,,江西省,江西,景德镇市,专科,,,
江西旅游商贸职业学院,https://gaokao.chsi.com.cn/,4136012932,12932,,江西省,江西,南昌市,专科,,,
江西环境工程职业学院,http://www.jxhjxy.com/,4136012934,12934,,江西省,江西,赣州市,专科,,,
江西艺术职业学院,https://www.jxysedu.com,4136012936,12936,,江西省,江西,南昌市,专科,,,
鹰潭职业技术学院,http://223.82.233.198:2082/,4136012937,12937,,江西省,江西,鹰潭市,专科,,,
江西应用科技学院,http://www.jxuas.edu.cn/zhaosheng/,4136012938,12938,C938,江西省教育厅,江西,南昌市,本科,民办,江西应用科技学院,江西应用科技学院
江西信息应用职业技术学院,http://zsb.jxcia.com/info/1028/1526.htm,4136012939,12939,C939,江西省,江西,南昌市,专科,,江西信息应用职业技术学院,江西信息应用职业技术学院
江西交通职业技术学院,http://www.jxjtxy.edu.cn,4136012940,12940,,江西省,江西,南昌市,专科,,,
江西财经职业学院,https://www.jxvc.jx.cn/,4136012941,12941,,江西省,江西,九江市,专科,,,
江西应用技术职业学院,http://www.jxyyxy.com/,4136012942,12942,,江西省,江西,赣州市,专科,,,
江西现代职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc.do,4136012943,12943,,江西省,江西,南昌市,专科,,,
江西工业工程职业技术学院,http://www.jxgcxy.net,4136012944,12944,,江西省,江西,萍乡市,专科,,,
江西机电职业技术学院,http://www.jxjdxy.edu.cn/html/jdzz/index.html,4136012976,12976,,江西省,江西,南昌市,专科,,,
江西服装学院,https://gaokao.chsi.com.cn,4136013418,13418,D418,江西省教育厅,江西,南昌市,本科,民办,江西服装学院,江西服装学院
南昌职业大学,http://www.nvu.edu.cn/,4136013420,13420,,江西省教育厅,江西,南昌市,本科,民办,,
南昌工学院,http://zsb.ncpu.edu.cn/,4136013421,13421,D421,江西省教育厅,江西,南昌市,本科,民办,南昌工学院,南昌工学院
江西外语外贸职业学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1736.dhtml,4136013422,13422,,江西省,江西,南昌市,专科,,,
宜春职业技术学院,http://zs.ycvc.jx.cn,4136013424,13424,,江西省,江西,宜春市,专科,,,
江西应用工程职业学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1739.dhtml,4136013425,13425,,江西省,江西,萍乡市,专科,,,
江西生物科技职业学院,http://zsw.jxswkj.com/zszc_jz.htm,4136013426,13426,,江西省,江西,南昌市,专科,,,
抚州职业技术学院,www.fzjsxy.cn,4136013428,13428,,江西省,江西,抚州市,专科,,,
南昌大学科学技术学院,http://ndkj.ncu.edu.cn/zsjy/index.aspx,4136013429,13429,D429,江西省教育厅,江西,南昌市,本科,民办,南昌大学科学技术学院,南昌大学科学技术学院
南昌交通学院,https://zsb.ncjti.edu.cn/,4136013431,13431,,江西省教育厅,江西,南昌市,本科,民办,,
赣东学院,cjzs.ecut.edu.cn,4136013432,13432,,江西省,江西,抚州市,本科,,,
南昌航空大学科技学院,http://zs.kjxy.nchu.edu.cn/,4136013433,13433,D433,江西省教育厅,江西,南昌市,本科,民办,南昌航空大学科技学院,
赣南科技学院,https://asczs.bysjy.com.cn/recruit/module/news?notice_id=428&menu_id=570&sidebar_index=1,4136013434,13434,,江西省,江西,赣州市,本科,,,
景德镇艺术职业大学,https://www.jvua.edu.cn/,4136013435,13435,,江西省教育厅,江西,景德镇市,本科,民办,,
江西农业大学南昌商学院,http://zs.ncsxy.jxau.edu.cn/,4136013436,13436,D436,江西省教育厅,江西,南昌市,本科,民办,江西农业大学南昌商学院,江西农业大学南昌商学院
南昌医学院,,4136013437,13437,,江西省,江西,南昌市,本科,,,
江西师范大学科学技术学院,http://zs.kjxy.jxnu.edu.cn/,4136013438,13438,D438,江西省教育厅,江西,南昌市,本科,民办,江西师范大学科学技术学院,江西师范大学科学技术学院
赣南师范大学科技学院,http://zs.gnnustc.com/,4136013439,13439,D439,江西省教育厅,江西,赣州市,本科,民办,赣南师范大学科技学院,赣南师范大学科技学院
南昌应用技术师范学院,http://lgxy.jxstnu.edu.cn/news-show-12598.html,4136013440,13440,D440,江西省教育厅,江西,南昌市,本科,民办,南昌应用技术师范学院,
江西财经大学现代经济管理学院,http://zsdemo.jysd.com,4136013441,13441,D441,江西省教育厅,江西,南昌市,本科,民办,江西财经大学现代经济管理学院,江西财经大学现代经济管理学院
江西中医药高等专科学校,www.jxtcms.net/zsw,4136013775,13775,,江西省,江西,抚州市,专科,,,
江西软件职业技术大学,https://www.jxuspt.com/,4136013776,13776,,江西省教育厅,江西,南昌市,本科,民办,,
江西制造职业技术学院,http://www.jxmtc.com/,4136013867,13867,,江西省,江西,南昌市,专科,,,
江西工程职业学院,www.jxgcxy.com,4136013868,13868,,江西省,江西,南昌市,专科,,,
上饶职业技术学院,http://zs.srzy.cn/news-list-zhaoshengzhangcheng.html,4136013870,13870,,江西省,江西,上饶市,专科,,,
江西航空职业技术学院,https://gaokao.chsi.com.cn/htgl/zszc/sch/listNeedVerifyZszc.do?method=view&infoId=3128559514&schId=2,4136013871,13871,D871,江西省教育厅,江西,南昌市,专科,民办,江西航空职业技术学院,江西航空职业技术学院
赣西科技职业学院,www.ganxidx.com,4136013873,13873,,江西省教育厅,江西,新余市,专科,民办,,
江西新能源科技职业学院,http://www.tynxy.com/,4136014166,14166,,江西省教育厅,江西,新余市,专科,民办,,
江西枫林涉外经贸职业学院,www.jxfte.com,4136014167,14167,,江西省教育厅,江西,九江市,专科,民办,,
江西泰豪动漫职业学院,https://www.thdm.edu.cn/,4136014168,14168,,江西省教育厅,江西,南昌市,专科,民办,,
江西冶金职业技术学院,http://zs.jxyjxy.com/,4136014241,14241,,江西省,江西,新余市,专科,,,
江西工商职业技术学院,http://www.jxgsxy.net/,4136014321,14321,,江西省教育厅,江西,南昌市,专科,民办,,
景德镇陶瓷职业技术学院,https://gaokao.chsi.com.cn/,4136014402,14402,,江西省教育厅,江西,景德镇市,专科,民办,,
共青科技职业学院,"https://gaokao.chsi.com.cn/zsgs/zhangcheng/listVerifedZszc--infoId-2348625115,method-view,schId-3740",4136014403,14403,,江西省教育厅,江西,九江市,专科,民办,,
南昌师范学院,http://zjc.ncnu.edu.cn/news-list-csxxw.html,4136014437,14437,E437,江西省,江西,南昌市,本科,,南昌师范学院,南昌师范学院
赣州师范高等专科学校,https://gaokao.chsi.com.cn/zsgs/zhangcheng/,4136014465,14465,,江西省,江西,赣州市,专科,,,
江西水利职业学院,http://www.jxslsd.com/,4136014476,14476,,江西省,江西,南昌市,专科,,,
宜春幼儿师范高等专科学校,https://www.gacycu.cn/zsw/index.html?aid=0&pid=30&id=52a719c602294c59b54cf64fd81f320f,4136014494,14494,,江西省,江西,宜春市,专科,,,
吉安职业技术学院,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1692891700.dhtml,4136014504,14504,,江西省,江西,吉安市,专科,,,
